id	num	neg_score	neg_p_value	neg_fdr	neg_rank	neg_goodsgrna	neg_lfc	pos_score	pos_p_value	pos_fdr	pos_rank	pos_goodsgrna	pos_lfc
Nr2e1	4	0.20459	0.34091	1	6864	1	0.04416	0.32709	0.4698	1	9336	2	0.04416
Slit3	4	0.11572	0.24257	1	4834	1	0.024492	0.32711	0.46982	1	9337	2	0.024492
Lipk	4	0.32106	0.4622	1	9238	2	-0.055476	0.32713	0.46984	1	9338	1	-0.055476
Pga5	4	0.73667	0.7469	1	15384	1	0.050795	0.3272	0.4699	1	9339	2	0.050795
Ttc24	4	0.21376	0.35062	1	7030	2	-0.03005	0.32727	0.46998	1	9340	1	-0.03005
Lpin1	4	0.71305	0.72934	1	15009	1	0.028956	0.32737	0.47009	1	9341	2	0.028956
Zfp692	4	0.19538	0.33132	1	6659	2	-0.011557	0.32742	0.47013	1	9342	2	-0.011557
Mga	4	0.22747	0.36491	1	7313	2	-0.077653	0.32742	0.47014	1	9343	1	-0.077653
Parvg	4	0.69394	0.71613	1	14693	1	0.013764	0.32751	0.47022	1	9344	2	0.013764
BC053393	4	0.087872	0.19258	1	3862	2	-0.05131	0.32754	0.47025	1	9345	1	-0.05131
Gpd2	4	0.052813	0.12608	0.97317	2611	2	-0.066665	0.32757	0.47028	1	9346	2	-0.066665
Rpl29	2	0.87094	0.87091	1	18063	0	0.15536	0.32759	0.35689	1	9347	1	0.15536
Ighmbp2	4	0.16343	0.29769	1	5970	2	-0.099221	0.32769	0.4704	1	9348	1	-0.099221
Olfr1107	4	0.90556	0.90528	1	18775	0	0.069548	0.32777	0.47048	1	9349	2	0.069548
Steap3	4	0.21875	0.35584	1	7138	2	0.014318	0.32784	0.47055	1	9350	2	0.014318
Dcp1b	4	0.42453	0.57054	1	11360	1	0.050485	0.32784	0.47055	1	9351	2	0.050485
Neurod1	4	0.83362	0.83314	1	17257	0	0.050825	0.32792	0.47065	1	9352	2	0.050825
Golm1	4	0.1327	0.26541	1	5289	1	-0.01283	0.32795	0.47067	1	9353	1	-0.01283
Gspt2	4	0.81535	0.81505	1	16859	1	0.055987	0.32801	0.47075	1	9354	2	0.055987
Lrguk	4	0.40962	0.55499	1	11058	2	0.014954	0.32804	0.47078	1	9355	2	0.014954
Gnptg	4	0.10163	0.21766	1	4344	2	-0.044597	0.32808	0.47083	1	9356	2	-0.044597
NO_SITE_677	1	0.6719	0.67194	1	14372	0	0.053975	0.3281	0.32829	1	9357	1	0.053975
Ftcd	4	0.61043	0.66442	1	13535	1	0.077696	0.32812	0.47086	1	9358	2	0.077696
Gbp5	4	0.16291	0.29716	1	5955	2	-0.045402	0.32813	0.47087	1	9359	1	-0.045402
Krt18	4	0.94586	0.94576	1	19680	0	0.053463	0.32828	0.47102	1	9360	2	0.053463
Prl3d1	8	0.019653	0.078291	0.952072	1254	4	-0.069291	0.32829	0.57539	1	9361	1	-0.069291
Rab3ip	4	0.098529	0.21205	1	4238	3	-0.090633	0.32832	0.47106	1	9362	1	-0.090633
Klhl10	4	0.80247	0.8026	1	16586	1	0.039686	0.32836	0.47111	1	9363	1	0.039686
LOC115487107	1	0.67163	0.67167	1	14368	0	0.089953	0.32837	0.32855	1	9364	1	0.089953
Lmo3	4	0.18397	0.31935	1	6400	1	0.026751	0.32839	0.47114	1	9365	2	0.026751
Katnal1	4	0.072421	0.16385	0.99335	3313	1	0.015652	0.32841	0.47117	1	9366	2	0.015652
Ermap	4	0.092885	0.20186	1	4034	1	0.02578	0.32852	0.47128	1	9367	2	0.02578
NO_SITE_596	1	0.67144	0.67148	1	14365	0	0.7689	0.32856	0.32874	1	9368	1	0.7689
Nnmt	4	0.054792	0.12994	0.981466	2671	3	-0.12632	0.32862	0.47139	1	9369	1	-0.12632
Lrrn2	4	0.48991	0.60284	1	12114	1	-0.0053078	0.32866	0.47142	1	9370	1	-0.0053078
Rbm22	4	0.37037	0.51393	1	10256	2	-0.11906	0.32869	0.47146	1	9371	1	-0.11906
Ncald	4	0.051372	0.12325	0.969004	2558	1	-0.031224	0.32873	0.4715	1	9372	1	-0.031224
Stk4	4	0.10877	0.23036	1	4584	2	-0.064809	0.32876	0.47153	1	9373	2	-0.064809
5031410I06Rik	10	0.79691	0.90496	1	16485	2	0.069647	0.32877	0.59781	1	9374	4	0.069647
Rccd1	4	0.8148	0.8145	1	16849	1	0.06174	0.32878	0.47156	1	9375	2	0.06174
Creb3l1	4	0.41762	0.56336	1	11230	1	0.0027232	0.32881	0.47158	1	9376	2	0.0027232
Olfr1079	4	0.31762	0.45867	1	9170	1	0.060888	0.32881	0.47158	1	9377	2	0.060888
Uevld	4	0.96757	0.96745	1	20222	0	0.05873	0.32885	0.47163	1	9378	2	0.05873
Gm364	4	0.71782	0.73281	1	15087	1	0.048044	0.32887	0.47165	1	9379	2	0.048044
Panx3	4	0.42499	0.57106	1	11368	1	0.02973	0.32899	0.47179	1	9380	2	0.02973
Dr1	4	0.11789	0.24635	1	4907	3	-0.12329	0.32907	0.47188	1	9381	1	-0.12329
Plekho1	4	0.022322	0.064215	0.94137	1386	2	-0.11806	0.32914	0.47197	1	9382	2	-0.11806
Scn11a	4	0.17136	0.30607	1	6123	2	-0.054635	0.32918	0.47201	1	9383	1	-0.054635
Apoa2	4	0.8511	0.85062	1	17645	0	0.039019	0.32918	0.47201	1	9384	2	0.039019
1600014C10Rik	4	0.40074	0.54575	1	10836	1	0.054415	0.32933	0.47215	1	9385	2	0.054415
Gabpa	4	0.7779	0.78045	1	16114	1	0.023533	0.32934	0.47216	1	9386	2	0.023533
Grasp	4	0.35877	0.50174	1	9998	1	0.021777	0.3294	0.47224	1	9387	2	0.021777
Dsc1	4	0.90581	0.90553	1	18786	0	0.039514	0.3294	0.47224	1	9388	2	0.039514
NO_SITE_974	1	0.67056	0.6706	1	14353	0	0.065377	0.32944	0.32964	1	9389	1	0.065377
Cnbd2	4	0.76854	0.77254	1	15936	1	0.032697	0.32953	0.47237	1	9390	2	0.032697
Hps1	4	0.43963	0.58041	1	11581	1	0.042386	0.32966	0.4725	1	9391	2	0.042386
Cct4	4	0.083827	0.18521	0.999786	3718	2	-0.022872	0.3297	0.47255	1	9392	2	-0.022872
Arap3	4	0.052847	0.12616	0.97317	2614	3	-0.11053	0.32974	0.47258	1	9393	1	-0.11053
Vmn1r119	1	0.67024	0.67027	1	14349	0	0.066185	0.32976	0.32997	1	9394	1	0.066185
Pank1	4	0.48283	0.59964	1	12043	1	0.021712	0.32987	0.47271	1	9395	2	0.021712
Alpk1	4	0.77715	0.77981	1	16091	1	0.064375	0.32989	0.47273	1	9396	2	0.064375
Slc5a6	4	0.18521	0.32064	1	6430	2	-0.018928	0.32995	0.47279	1	9397	2	-0.018928
Dstn	4	0.66809	0.69908	1	14322	1	0.0136	0.32996	0.4728	1	9398	1	0.0136
Bcas1	4	0.42353	0.56952	1	11343	2	-0.0048997	0.32998	0.47281	1	9399	2	-0.0048997
Rnf214	4	0.70573	0.72418	1	14871	1	0.041844	0.33	0.47283	1	9400	2	0.041844
Hsd11b2	4	0.19079	0.32651	1	6567	2	-0.049953	0.33	0.47283	1	9401	1	-0.049953
Clec7a	4	0.0012729	0.0046781	0.472018	205	3	-0.21805	0.33004	0.47287	1	9402	1	-0.21805
Sdr16c6	4	0.11034	0.23316	1	4639	1	0.017617	0.33009	0.47292	1	9403	2	0.017617
Utp25	4	0.37051	0.51409	1	10258	2	-0.088338	0.33011	0.47295	1	9404	1	-0.088338
Olfr1263	3	0.83539	0.83534	1	17301	0	0.029434	0.33014	0.4419	1	9405	1	0.029434
Adh5	4	0.49662	0.60592	1	12184	1	-0.013323	0.33022	0.47306	1	9406	1	-0.013323
Zbtb42	4	0.73574	0.7462	1	15367	1	0.038441	0.33028	0.47313	1	9407	2	0.038441
Magee1	4	0.26293	0.40171	1	8047	1	0.015424	0.3303	0.47314	1	9408	2	0.015424
Snx27	4	0.24933	0.38763	1	7760	1	0.065197	0.33031	0.47315	1	9409	2	0.065197
Rab31	4	0.16704	0.3015	1	6038	2	-0.016772	0.33035	0.47319	1	9410	2	-0.016772
LTO1	4	0.03316	0.086783	0.952072	1837	3	-0.34169	0.33037	0.47322	1	9411	1	-0.34169
Adcy7	4	0.7347	0.74542	1	15344	1	0.043412	0.33039	0.47324	1	9412	2	0.043412
4933406M09Rik	4	0.91074	0.91051	1	18916	0	0.05335	0.33046	0.4733	1	9413	2	0.05335
Plppr4	4	0.78229	0.78423	1	16196	1	0.047104	0.33056	0.47341	1	9414	2	0.047104
Mef2a	4	0.69904	0.71953	1	14775	1	0.043141	0.33057	0.47342	1	9415	2	0.043141
Prm2	4	0.8744	0.87406	1	18140	0	0.053834	0.33064	0.47348	1	9416	2	0.053834
Crh	4	0.87036	0.86998	1	18050	0	0.07115	0.33068	0.47352	1	9417	2	0.07115
Caly	4	0.13933	0.27244	1	5429	1	0.024739	0.3307	0.47354	1	9418	2	0.024739
Dtd1	4	0.23235	0.37001	1	7421	2	-0.052554	0.33071	0.47354	1	9419	1	-0.052554
Alox12b	4	0.83383	0.83335	1	17260	0	0.051879	0.33074	0.47358	1	9420	2	0.051879
Aldh1a7	4	0.22957	0.36713	1	7361	2	-0.024939	0.3309	0.47374	1	9421	2	-0.024939
NO_SITE_611	1	0.66907	0.66912	1	14334	0	0.062424	0.33093	0.3311	1	9422	1	0.062424
Ppp1r42	4	0.10997	0.23252	1	4623	2	-0.011717	0.33101	0.47387	1	9423	2	-0.011717
NO_SITE_494	1	0.6689	0.66895	1	14331	0	0.065381	0.3311	0.33126	1	9424	1	0.065381
Fermt2	4	0.48176	0.59915	1	12029	1	0.01133	0.33112	0.47398	1	9425	2	0.01133
BC051019	4	0.20717	0.34368	1	6912	2	-0.01076	0.33114	0.47399	1	9426	2	-0.01076
Sema3g	4	0.66657	0.69811	1	14300	1	0.073802	0.33117	0.47402	1	9427	2	0.073802
Brwd1	4	0.055329	0.13099	0.981466	2690	2	-0.035368	0.33119	0.47404	1	9428	2	-0.035368
1700029I15Rik	4	0.46512	0.59157	1	11853	1	0.010932	0.33123	0.47409	1	9429	2	0.010932
Btnl6	4	0.85592	0.85551	1	17744	0	0.046726	0.33126	0.47412	1	9430	1	0.046726
Jaml	4	0.32064	0.46178	1	9230	2	-0.0061306	0.3313	0.47416	1	9431	2	-0.0061306
Thada	4	0.56646	0.64037	1	12985	1	0.032676	0.33137	0.47422	1	9432	2	0.032676
Sox17	4	0.10048	0.21559	1	4302	2	-0.026208	0.33138	0.47423	1	9433	1	-0.026208
Mpeg1	4	0.022668	0.064933	0.942082	1396	1	0.022536	0.33141	0.47427	1	9434	1	0.022536
Smpx	4	0.66097	0.69454	1	14207	1	0.019213	0.33154	0.47442	1	9435	2	0.019213
Tmem176a	4	0.16361	0.29789	1	5974	1	0.035369	0.3316	0.47447	1	9436	1	0.035369
Nucb2	4	0.30533	0.44585	1	8920	2	-0.049256	0.33164	0.47452	1	9437	1	-0.049256
Pih1h3b	4	0.26591	0.40482	1	8111	2	-0.0038415	0.33165	0.47454	1	9438	2	-0.0038415
Ssxb2	4	0.75856	0.76424	1	15759	1	0.03504	0.33167	0.47456	1	9439	2	0.03504
Rem2	4	0.3739	0.51762	1	10323	2	-0.0010334	0.33174	0.47463	1	9440	2	-0.0010334
Selenoh	4	0.058841	0.13772	0.988137	2804	2	-0.061023	0.33178	0.47469	1	9441	2	-0.061023
ONE_INTERGENIC_SITE_8	1	0.66817	0.66823	1	14324	0	0.054774	0.33183	0.33196	1	9442	1	0.054774
Kcnn3	4	0.44012	0.58062	1	11589	1	0.057813	0.33189	0.47479	1	9443	2	0.057813
Gm4841	4	0.7433	0.75206	1	15495	1	0.048245	0.33192	0.47481	1	9444	2	0.048245
Dnajb11	4	0.21849	0.35555	1	7129	2	-0.029977	0.33193	0.47483	1	9445	1	-0.029977
Gpr88	4	0.27452	0.41385	1	8292	1	0.062116	0.33198	0.47489	1	9446	2	0.062116
Gtf2b	4	0.28362	0.42328	1	8489	1	0.020444	0.33203	0.47494	1	9447	2	0.020444
Mtmr7	4	0.86927	0.86888	1	18025	0	0.069891	0.33209	0.47502	1	9448	2	0.069891
E230016M11Rik	3	0.13002	0.22102	1	5228	2	-0.098342	0.33216	0.44303	1	9449	1	-0.098342
Grtp1	4	0.096587	0.20855	1	4168	3	-0.10822	0.33216	0.47509	1	9450	1	-0.10822
Rpp38	4	0.17784	0.31286	1	6269	2	-0.032105	0.3322	0.47514	1	9451	2	-0.032105
Rsbn1l	4	0.22793	0.36539	1	7324	1	0.045391	0.33236	0.47529	1	9452	2	0.045391
Scly	4	0.88018	0.87985	1	18248	0	0.030142	0.33242	0.47535	1	9453	2	0.030142
A430033K04Rik	4	0.63351	0.67787	1	13847	1	-0.015982	0.33245	0.47538	1	9454	1	-0.015982
Vmn1r103	7	0.4076	0.62479	1	11003	2	0.086951	0.3325	0.55236	1	9455	3	0.086951
Unkl	4	0.66622	0.69791	1	14297	1	0.058459	0.33251	0.47544	1	9456	2	0.058459
Nlgn2	4	0.39083	0.5353	1	10641	2	0.020156	0.33253	0.47545	1	9457	2	0.020156
Spink12	2	0.7771	0.77657	1	16090	0	0.07423	0.33253	0.36084	1	9458	1	0.07423
Adtrp	4	0.084581	0.18658	0.999786	3746	1	0.04567	0.33256	0.47548	1	9459	2	0.04567
Il3	4	0.66003	0.69397	1	14193	1	0.048588	0.33265	0.47557	1	9460	2	0.048588
Aqp2	4	0.37776	0.52167	1	10398	2	-0.046942	0.33268	0.4756	1	9461	1	-0.046942
Smurf2	4	0.22024	0.35735	1	7166	2	-0.061958	0.33271	0.47564	1	9462	1	-0.061958
Rspry1	4	0.045268	0.11117	0.961532	2311	3	-0.10789	0.33275	0.47568	1	9463	1	-0.10789
Shmt1	4	0.7763	0.77909	1	16073	1	-0.042604	0.33279	0.47571	1	9464	1	-0.042604
Pex5	4	0.093025	0.20213	1	4043	2	-0.054167	0.33282	0.47574	1	9465	2	-0.054167
Krtap6-2	4	0.088529	0.19383	1	3881	1	-0.022905	0.33286	0.47578	1	9466	1	-0.022905
Nedd9	4	0.12654	0.2588	1	5164	1	0.03504	0.33289	0.47581	1	9467	2	0.03504
Defb3	4	0.3997	0.54466	1	10809	2	-0.035577	0.33309	0.47601	1	9468	1	-0.035577
NO_SITE_707	1	0.66684	0.6669	1	14303	0	0.061296	0.33316	0.33329	1	9469	1	0.061296
Dpys	4	0.63318	0.67768	1	13842	1	0.06509	0.3332	0.47612	1	9470	2	0.06509
Olfr202	4	0.63675	0.67974	1	13877	1	0.019674	0.33322	0.47613	1	9471	2	0.019674
Psmd6	4	0.10882	0.23045	1	4586	2	-0.13427	0.33327	0.47619	1	9472	1	-0.13427
Olfr1466	4	0.11725	0.24524	1	4882	2	-0.08631	0.33337	0.4763	1	9473	2	-0.08631
Ccser2	4	0.58698	0.65127	1	13243	1	0.022715	0.33342	0.47634	1	9474	1	0.022715
Mpp3	4	0.60336	0.66044	1	13449	1	0.002719	0.33346	0.47636	1	9475	1	0.002719
Ppp1cb	4	0.061773	0.1434	0.98851	2929	1	0.053512	0.33353	0.47644	1	9476	2	0.053512
Gsg1l	4	0.75941	0.76494	1	15775	1	0.049781	0.33358	0.47649	1	9477	2	0.049781
Tmem35a	4	0.8783	0.87797	1	18208	0	0.037013	0.33362	0.47653	1	9478	2	0.037013
Ints1	4	0.3284	0.46992	1	9357	1	-0.0078873	0.33364	0.47655	1	9479	1	-0.0078873
Mtrr	4	0.39199	0.53651	1	10663	2	0.025884	0.33371	0.47662	1	9480	2	0.025884
Akr1b7	4	0.077777	0.17395	0.998397	3502	3	-0.086693	0.33375	0.47667	1	9481	1	-0.086693
Ogfrl1	4	0.52091	0.61738	1	12452	1	0.0090687	0.33377	0.47668	1	9482	2	0.0090687
Cadm2	4	0.93088	0.93063	1	19349	0	0.033093	0.33383	0.47674	1	9483	1	0.033093
Pla2g1b	4	0.88301	0.8827	1	18302	0	0.017836	0.33386	0.47678	1	9484	1	0.017836
Cyb561	4	0.41533	0.56095	1	11177	1	-0.0055264	0.33394	0.47686	1	9485	1	-0.0055264
Frmd3	4	0.67338	0.70249	1	14388	1	0.051679	0.33397	0.47689	1	9486	2	0.051679
Lrrtm2	4	0.81211	0.81183	1	16780	1	-0.0032062	0.33398	0.4769	1	9487	2	-0.0032062
Foxo1	4	0.8988	0.89851	1	18621	0	0.0452	0.33404	0.47697	1	9488	2	0.0452
Gm38640	7	0.66422	0.79472	1	14257	1	0.056342	0.33404	0.55385	1	9489	3	0.056342
Pard3	4	0.90199	0.90166	1	18692	0	0.026766	0.3341	0.47704	1	9490	2	0.026766
NO_SITE_556	1	0.66587	0.66593	1	14290	0	0.05461	0.33413	0.33425	1	9491	1	0.05461
Mrpl32	3	0.27166	0.40169	1	8232	2	-0.093732	0.33414	0.4441	1	9492	1	-0.093732
Olfr318	4	0.81303	0.81274	1	16799	1	0.017824	0.33424	0.47717	1	9493	1	0.017824
Rcan2	4	0.022984	0.065616	0.942082	1413	2	-0.091744	0.33426	0.47718	1	9494	2	-0.091744
Mospd3	4	0.065791	0.15111	0.991531	3052	2	-0.070504	0.33427	0.4772	1	9495	1	-0.070504
Pradc1	4	0.93318	0.93294	1	19399	0	0.064425	0.33428	0.47721	1	9496	2	0.064425
Prss16	4	0.20221	0.33845	1	6801	2	-0.036273	0.33431	0.47724	1	9497	1	-0.036273
4833423E24Rik	4	0.22384	0.36109	1	7231	2	0.0037273	0.33435	0.47728	1	9498	2	0.0037273
Chrdl1	4	0.0799	0.1779	0.998397	3580	2	-0.058595	0.33438	0.47731	1	9499	1	-0.058595
Atp10b	4	0.3801	0.52411	1	10443	2	0.001869	0.33441	0.47735	1	9500	2	0.001869
Prkd2	4	0.046245	0.11308	0.961532	2361	2	-0.12598	0.33442	0.47736	1	9501	1	-0.12598
Gm6419	1	0.66555	0.6656	1	14284	0	0.093487	0.33445	0.33458	1	9502	1	0.093487
Bpifa2	4	0.15504	0.28892	1	5786	1	0.019077	0.3345	0.47744	1	9503	2	0.019077
Gm15091	1	0.66547	0.66553	1	14282	0	0.078735	0.33453	0.33466	1	9504	1	0.078735
Hsbp1	4	0.17726	0.31229	1	6255	2	-0.027784	0.33454	0.47749	1	9505	2	-0.027784
Suv39h2	4	0.35667	0.49948	1	9951	2	-0.0010363	0.33464	0.47759	1	9506	2	-0.0010363
Gm2016	4	0.60827	0.66319	1	13514	1	-0.030833	0.33483	0.47779	1	9507	1	-0.030833
Fam3b	4	0.078492	0.17531	0.998397	3529	2	-0.054672	0.33487	0.47783	1	9508	1	-0.054672
Ifnlr1	4	0.034971	0.090512	0.956667	1907	1	0.054964	0.33488	0.47784	1	9509	2	0.054964
Pld2	4	0.095404	0.2064	1	4122	3	-0.096633	0.33494	0.4779	1	9510	1	-0.096633
Guca2a	4	0.55796	0.6359	1	12881	1	0.070461	0.33507	0.47806	1	9511	2	0.070461
Gm12502	1	0.6649	0.66494	1	14270	0	0.10399	0.3351	0.33522	1	9512	1	0.10399
Rex2	5	0.14182	0.28884	1	5490	2	0.076161	0.33514	0.50784	1	9513	2	0.076161
Prr36	4	0.83871	0.83815	1	17379	0	0.063096	0.33523	0.47822	1	9514	2	0.063096
Fabp4	4	0.096555	0.20849	1	4166	2	-0.039473	0.33524	0.47822	1	9515	1	-0.039473
Vmn2r39	1	0.66475	0.6648	1	14268	0	0.045246	0.33525	0.33537	1	9516	1	0.045246
Cdh15	4	0.70232	0.72178	1	14817	1	0.012115	0.33527	0.47826	1	9517	1	0.012115
Zfp202	4	0.31565	0.45664	1	9127	2	0.0012813	0.33527	0.47826	1	9518	2	0.0012813
Ncstn	4	0.40203	0.54714	1	10874	2	-0.034009	0.33531	0.47829	1	9519	1	-0.034009
Max	4	0.13537	0.26825	1	5344	2	-0.055592	0.33538	0.47836	1	9520	1	-0.055592
Sema3f	4	0.12803	0.26042	1	5194	2	-0.10123	0.33553	0.47851	1	9521	1	-0.10123
Irgq	4	0.66162	0.69493	1	14218	1	0.064823	0.33563	0.4786	1	9522	2	0.064823
Trim10	4	0.82365	0.82326	1	17044	0	0.042108	0.33565	0.47862	1	9523	2	0.042108
NO_SITE_64	1	0.66434	0.66439	1	14261	0	0.060749	0.33566	0.3358	1	9524	1	0.060749
Ipo13	4	0.075366	0.16936	0.995515	3417	2	-0.11204	0.33568	0.47866	1	9525	1	-0.11204
Fbxl22	4	0.89213	0.89188	1	18495	0	0.034659	0.33572	0.47869	1	9526	2	0.034659
Reg3g	4	0.078445	0.17523	0.998397	3528	1	0.040608	0.33585	0.47883	1	9527	2	0.040608
Kcna4	4	0.87026	0.86988	1	18047	0	0.048745	0.33589	0.47889	1	9528	2	0.048745
Esm1	4	0.36074	0.5038	1	10051	2	7.9073e-05	0.33591	0.4789	1	9529	2	7.9073e-05
Nipsnap3b	4	0.69472	0.71665	1	14705	1	0.024494	0.33598	0.47896	1	9530	1	0.024494
Actg1	4	0.87937	0.87905	1	18230	0	0.03361	0.33609	0.47908	1	9531	1	0.03361
Fanca	4	0.42469	0.57074	1	11361	1	0.039131	0.33609	0.47909	1	9532	2	0.039131
Ero1l	4	0.35633	0.49912	1	9944	2	-0.017731	0.33616	0.47916	1	9533	1	-0.017731
G630025P09Rik	4	0.96144	0.96134	1	20076	0	0.058206	0.3362	0.4792	1	9534	2	0.058206
Def8	4	0.42266	0.56861	1	11323	1	0.056846	0.33625	0.47925	1	9535	2	0.056846
NO_SITE_14	1	0.6637	0.66373	1	14245	0	0.041657	0.3363	0.33646	1	9536	1	0.041657
Lrrc47	4	0.4072	0.55248	1	10990	1	0.054829	0.3364	0.47941	1	9537	2	0.054829
Gcfc2	4	0.87154	0.87121	1	18079	0	0.067558	0.33642	0.47943	1	9538	2	0.067558
Napepld	4	0.21518	0.35208	1	7059	2	-0.03538	0.33664	0.47966	1	9539	2	-0.03538
Hes6	4	0.95684	0.95676	1	19955	0	0.040856	0.33664	0.47966	1	9540	2	0.040856
Cuzd1	4	0.42766	0.57389	1	11434	2	0.018608	0.33673	0.47975	1	9541	2	0.018608
Abl1	4	0.53409	0.62384	1	12604	1	-0.013985	0.33675	0.47978	1	9542	1	-0.013985
NO_SITE_342	1	0.66322	0.66325	1	14237	0	0.052782	0.33678	0.33695	1	9543	1	0.052782
Mdk	4	0.6422	0.68306	1	13951	1	0.013974	0.3368	0.47982	1	9544	2	0.013974
N4bp3	4	0.086087	0.18933	0.999786	3804	2	-0.051139	0.33686	0.47989	1	9545	2	-0.051139
Pcnx	4	0.94428	0.94413	1	19647	0	0.045236	0.33693	0.47995	1	9546	2	0.045236
Adamts2	4	0.74262	0.75155	1	15481	1	-0.03187	0.33694	0.47996	1	9547	1	-0.03187
Rhpn1	4	0.96667	0.96656	1	20196	0	0.065605	0.337	0.48003	1	9548	2	0.065605
Cerkl	4	0.67081	0.70083	1	14356	1	0.018473	0.33702	0.48005	1	9549	2	0.018473
Olfr986	4	0.24892	0.3872	1	7754	2	-0.01296	0.33706	0.48009	1	9550	2	-0.01296
Capn6	4	0.24866	0.38694	1	7745	2	-0.0068126	0.33713	0.48015	1	9551	2	-0.0068126
Endov	4	0.95253	0.95239	1	19863	0	0.063787	0.33715	0.48016	1	9552	2	0.063787
Prss56	4	0.84328	0.84275	1	17489	0	0.032412	0.33717	0.48019	1	9553	2	0.032412
Ang4	4	0.20848	0.34505	1	6939	1	0.048895	0.3372	0.48021	1	9554	2	0.048895
Cnpy2	4	0.51233	0.61322	1	12354	1	-0.021408	0.33727	0.48029	1	9555	1	-0.021408
Gpr39	4	0.86686	0.86646	1	17974	0	0.011732	0.33735	0.48038	1	9556	2	0.011732
Cdc23	4	0.81984	0.81946	1	16955	0	0.12259	0.33737	0.4804	1	9557	2	0.12259
Pdss1	4	0.69855	0.71919	1	14765	1	0.050629	0.33745	0.48049	1	9558	2	0.050629
Foxo3	4	0.34342	0.48568	1	9676	1	0.030159	0.33746	0.4805	1	9559	2	0.030159
Shc4	4	0.74217	0.75119	1	15474	1	0.0225	0.33749	0.48053	1	9560	2	0.0225
Olfr615	3	0.92146	0.92148	1	19134	0	0.034462	0.3375	0.44597	1	9561	1	0.034462
Rnpc3	4	0.9382	0.93809	1	19522	0	0.12494	0.33755	0.48061	1	9562	2	0.12494
Ccr3	4	0.67496	0.70351	1	14411	1	0.056653	0.33759	0.48065	1	9563	2	0.056653
Pdgfc	4	0.16661	0.30105	1	6025	2	-0.045163	0.33764	0.48069	1	9564	1	-0.045163
Astl	4	0.49722	0.60618	1	12192	1	0.036067	0.33771	0.48077	1	9565	1	0.036067
Wfdc2	4	0.26475	0.40362	1	8085	2	-0.020526	0.33775	0.48081	1	9566	1	-0.020526
Sstr2	4	0.36798	0.51139	1	10209	2	-0.037958	0.33782	0.48089	1	9567	1	-0.037958
Cercam	4	0.51257	0.61334	1	12359	1	0.013045	0.33786	0.48092	1	9568	2	0.013045
Tpmt	4	0.11769	0.24601	1	4901	2	-0.022528	0.3379	0.48097	1	9569	1	-0.022528
Tdpoz2	2	0.58078	0.58088	1	13158	0	0.031681	0.33793	0.36512	1	9570	1	0.031681
Gpr15	4	0.28671	0.42653	1	8559	1	0.0065981	0.33794	0.481	1	9571	1	0.0065981
Churc1	4	0.086036	0.18924	0.999786	3799	3	-0.093527	0.33801	0.48109	1	9572	1	-0.093527
Polr3c	4	0.25593	0.39446	1	7907	2	-0.023684	0.33806	0.48114	1	9573	2	-0.023684
Gap43	4	0.93039	0.93016	1	19335	0	0.078145	0.33808	0.48116	1	9574	2	0.078145
Itih1	4	0.65824	0.69283	1	14167	1	0.028345	0.33808	0.48116	1	9575	1	0.028345
Pm20d2	4	0.72407	0.73741	1	15186	1	0.016973	0.33815	0.48123	1	9576	2	0.016973
Gm5113	4	0.079344	0.17692	0.998397	3558	2	-0.00084441	0.33837	0.48146	1	9577	2	-0.00084441
BC004004	4	0.84862	0.84816	1	17593	0	0.044137	0.33841	0.48151	1	9578	2	0.044137
Tmem43	4	0.32843	0.46995	1	9359	1	0.036001	0.33844	0.48153	1	9579	2	0.036001
Mpzl2	4	0.89122	0.89097	1	18473	0	0.022642	0.33845	0.48155	1	9580	2	0.022642
N4bp2l2	4	0.091622	0.19951	1	3985	2	0.0061758	0.33864	0.48176	1	9581	2	0.0061758
Cfap410	4	0.61787	0.66878	1	13637	1	0.031148	0.33872	0.48184	1	9582	2	0.031148
Olfr1396	4	0.24953	0.38784	1	7765	1	0.038311	0.33877	0.48188	1	9583	2	0.038311
Hvcn1	4	0.011844	0.039431	0.908717	862	2	-0.035033	0.33878	0.4819	1	9584	1	-0.035033
Mdfi	4	0.50874	0.61156	1	12314	1	-0.025486	0.33889	0.482	1	9585	1	-0.025486
Cldn10	4	0.79401	0.79475	1	16431	1	0.013785	0.33897	0.48208	1	9586	2	0.013785
Ssh2	4	0.86415	0.86379	1	17906	0	0.043689	0.33901	0.48213	1	9587	2	0.043689
Nhlh1	4	0.18491	0.32033	1	6422	2	-0.027737	0.33908	0.4822	1	9588	1	-0.027737
Trim38	4	0.71209	0.72866	1	14991	1	-0.010806	0.33912	0.48224	1	9589	1	-0.010806
Olfr920	4	0.029774	0.079837	0.952072	1687	2	-0.10866	0.33919	0.4823	1	9590	1	-0.10866
Wbp1l	4	0.14297	0.27625	1	5508	2	-0.0055599	0.33921	0.48233	1	9591	2	-0.0055599
Nhsl2	4	0.90003	0.89971	1	18652	0	0.026717	0.33923	0.48236	1	9592	2	0.026717
Dusp8	4	0.46518	0.59159	1	11855	1	-0.0061647	0.33926	0.48238	1	9593	1	-0.0061647
Cd5	4	0.40128	0.54636	1	10854	1	0.02106	0.3393	0.48243	1	9594	2	0.02106
Nudt8	4	0.94513	0.94498	1	19665	0	0.044653	0.33934	0.48247	1	9595	2	0.044653
